,Unidades,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
,DSS A,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro,ArroyoElZorro
,DSS B,W1,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W2,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W3,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W4,W5,W6,W7,W8,W9
,DSS C,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC,PRECIP-INC
Fecha DSS,DSS F,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060,P_TR2.33_6H_FSCALIF060
01Jan04,07:30,7.76084,8.03920,7.76838,8.16674,7.83650,7.96992,7.79089,8.16830,8.18164,7.95192,7.86836,7.91511,7.80382,8.05156,7.78234,7.96913,7.73088,7.95514,8.10920,7.63879,7.93679,7.96680,8.20729,7.81466,8.13574,7.66137,7.98926,8.05103,7.58258,7.77854,7.96886,7.79975,8.11716,7.72952,7.77346,7.73569,7.86806,8.21129,7.80753
01Jan04,07:45,6.38550,6.61453,6.39170,6.71947,6.44775,6.55753,6.41022,6.72075,6.73173,6.54272,6.47397,6.51243,6.42086,6.62470,6.40319,6.55688,6.36085,6.54537,6.67212,6.28508,6.53027,6.55496,6.75283,6.42978,6.69396,6.30366,6.57344,6.62427,6.23883,6.40006,6.55666,6.41752,6.67867,6.35973,6.39588,6.36481,6.47372,6.75612,6.42392
01Jan04,08:00,4.61721,4.78281,4.62169,4.85869,4.66222,4.74160,4.63509,4.85962,4.86756,4.73089,4.68118,4.70899,4.64278,4.79017,4.63000,4.74113,4.59939,4.73281,4.82446,4.54460,4.72189,4.73974,4.88282,4.64923,4.84025,4.55803,4.75310,4.78985,4.51115,4.62774,4.74097,4.64036,4.82919,4.59858,4.62471,4.60224,4.68100,4.88520,4.64499
01Jan04,08:15,2.94715,3.05286,2.95002,3.10129,2.97588,3.02655,2.95857,3.10189,3.10695,3.01972,2.98799,3.00574,2.96348,3.05755,2.95532,3.02625,2.93578,3.02094,3.07944,2.90081,3.01397,3.02537,3.11669,2.96759,3.08952,2.90938,3.03389,3.05735,2.87946,2.95388,3.02615,2.96193,3.08246,2.93526,2.95195,2.93760,2.98787,3.11821,2.96489
01Jan04,08:30,2.84891,2.95110,2.85168,2.99792,2.87669,2.92567,2.85995,2.99849,3.00339,2.91906,2.88839,2.90555,2.86469,2.95564,2.85681,2.92538,2.83792,2.92024,2.97679,2.80411,2.91351,2.92452,3.01280,2.86867,2.98654,2.81240,2.93276,2.95544,2.78348,2.85541,2.92528,2.86320,2.97972,2.83742,2.85355,2.83968,2.88828,3.01427,2.86606
01Jan04,08:45,1.14112,1.18205,1.14223,1.20081,1.15225,1.17187,1.14554,1.20104,1.20300,1.16922,1.15694,1.16381,1.14744,1.18387,1.14429,1.17175,1.13672,1.16969,1.19235,1.12318,1.16700,1.17141,1.20677,1.14904,1.19625,1.12650,1.17471,1.18379,1.11491,1.14373,1.17171,1.14685,1.19352,1.13652,1.14298,1.13743,1.15689,1.20736,1.14799
01Jan04,09:00,0.93404,0.96754,0.93495,0.98289,0.94315,0.95921,0.93766,0.98308,0.98469,0.95704,0.94698,0.95261,0.93922,0.96903,0.93663,0.95911,0.93044,0.95743,0.97597,0.91935,0.95522,0.95883,0.98777,0.94052,0.97916,0.92207,0.96153,0.96897,0.91259,0.93617,0.95908,0.93873,0.97693,0.93027,0.93556,0.93102,0.94695,0.98826,0.93966
01Jan04,09:15,0.80022,0.82892,0.80100,0.84208,0.80802,0.82178,0.80332,0.84224,0.84361,0.81993,0.81131,0.81613,0.80465,0.83020,0.80244,0.82170,0.79713,0.82026,0.83614,0.78764,0.81837,0.82146,0.84626,0.80577,0.83888,0.78997,0.82378,0.83014,0.78184,0.80205,0.82167,0.80424,0.83696,0.79699,0.80152,0.79763,0.81128,0.84667,0.80504
01Jan04,09:30,0.71347,0.73906,0.71416,0.75078,0.72042,0.73269,0.71623,0.75093,0.75215,0.73103,0.72335,0.72765,0.71742,0.74019,0.71544,0.73262,0.71071,0.73133,0.74549,0.70225,0.72964,0.73240,0.75451,0.71841,0.74793,0.70432,0.73447,0.74014,0.69708,0.71509,0.73259,0.71704,0.74622,0.71059,0.71463,0.71115,0.72332,0.75488,0.71776
01Jan04,09:45,0.65236,0.67575,0.65299,0.68647,0.65871,0.66993,0.65488,0.68661,0.68773,0.66842,0.66139,0.66532,0.65597,0.67679,0.65416,0.66986,0.64984,0.66869,0.68164,0.64210,0.66715,0.66967,0.68988,0.65688,0.68387,0.64399,0.67156,0.67675,0.63737,0.65384,0.66984,0.65563,0.68231,0.64972,0.65342,0.65024,0.66137,0.69022,0.65628
01Jan04,10:00,0.60025,0.62178,0.60083,0.63164,0.60610,0.61642,0.60257,0.63176,0.63280,0.61503,0.60857,0.61218,0.60357,0.62273,0.60191,0.61636,0.59793,0.61528,0.62719,0.59081,0.61386,0.61618,0.63478,0.60441,0.62925,0.59256,0.61792,0.62269,0.58646,0.60162,0.61634,0.60326,0.62781,0.59783,0.60123,0.59830,0.60854,0.63509,0.60386
01Jan04,10:15,0.54529,0.56485,0.54582,0.57381,0.55061,0.55998,0.54740,0.57392,0.57486,0.55872,0.55284,0.55613,0.54831,0.56572,0.54680,0.55992,0.54318,0.55894,0.56977,0.53671,0.55765,0.55976,0.57666,0.54907,0.57163,0.53830,0.56134,0.56568,0.53276,0.54653,0.55991,0.54802,0.57032,0.54309,0.54618,0.54352,0.55282,0.57694,0.54857
01Jan04,10:30,0.48040,0.49763,0.48086,0.50552,0.48508,0.49334,0.48226,0.50562,0.50644,0.49223,0.48705,0.48995,0.48306,0.49839,0.48173,0.49329,0.47854,0.49242,0.50196,0.47284,0.49129,0.49315,0.50803,0.48373,0.50360,0.47424,0.49454,0.49836,0.46936,0.48149,0.49327,0.48281,0.50245,0.47846,0.48118,0.47884,0.48703,0.50828,0.48329
01Jan04,10:45,0.40327,0.41774,0.40367,0.42437,0.40721,0.41414,0.40484,0.42445,0.42514,0.41320,0.40886,0.41129,0.40551,0.41838,0.40439,0.41410,0.40172,0.41337,0.42138,0.39693,0.41242,0.41398,0.42647,0.40607,0.42276,0.39811,0.41514,0.41835,0.39401,0.40419,0.41408,0.40530,0.42179,0.40165,0.40393,0.40197,0.40885,0.42668,0.40570
01Jan04,11:00,0.31640,0.32775,0.31671,0.33295,0.31949,0.32493,0.31763,0.33301,0.33356,0.32419,0.32079,0.32269,0.31815,0.32825,0.31728,0.32489,0.31518,0.32432,0.33060,0.31143,0.32358,0.32480,0.33460,0.31860,0.33169,0.31235,0.32571,0.32823,0.30913,0.31712,0.32488,0.31799,0.33093,0.31513,0.31692,0.31538,0.32077,0.33477,0.31831
01Jan04,11:15,0.22704,0.23519,0.22726,0.23892,0.22926,0.23316,0.22792,0.23896,0.23935,0.23263,0.23019,0.23156,0.22830,0.23555,0.22767,0.23314,0.22617,0.23273,0.23723,0.22347,0.23219,0.23307,0.24010,0.22862,0.23801,0.22413,0.23372,0.23553,0.22183,0.22756,0.23313,0.22818,0.23747,0.22613,0.22741,0.22631,0.23018,0.24022,0.22841
01Jan04,11:30,0.14724,0.15252,0.14738,0.15494,0.14867,0.15120,0.14781,0.15497,0.15522,0.15086,0.14928,0.15016,0.14805,0.15275,0.14765,0.15119,0.14667,0.15092,0.15385,0.14492,0.15058,0.15114,0.15571,0.14826,0.15435,0.14535,0.15157,0.15274,0.14386,0.14757,0.15118,0.14798,0.15400,0.14664,0.14748,0.14676,0.14927,0.15578,0.14812
01Jan04,11:45,0.09381,0.09717,0.09390,0.09872,0.09472,0.09634,0.09417,0.09873,0.09890,0.09612,0.09511,0.09567,0.09433,0.09732,0.09407,0.09633,0.09345,0.09616,0.09802,0.09233,0.09594,0.09630,0.09921,0.09446,0.09834,0.09261,0.09657,0.09732,0.09165,0.09402,0.09632,0.09428,0.09812,0.09343,0.09396,0.09350,0.09510,0.09925,0.09437
01Jan04,12:00,0.08836,0.09153,0.08845,0.09298,0.08922,0.09074,0.08870,0.09300,0.09315,0.09053,0.08958,0.09012,0.08885,0.09167,0.08860,0.09073,0.08802,0.09057,0.09233,0.08697,0.09036,0.09070,0.09344,0.08897,0.09263,0.08723,0.09096,0.09166,0.08633,0.08856,0.09073,0.08880,0.09242,0.08800,0.08850,0.08807,0.08958,0.09349,0.08889
01Jan04,12:15,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,12:30,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,12:45,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,13:00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,13:15,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,13:30,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,13:45,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,14:00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,14:15,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,14:30,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,14:45,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,15:00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,15:15,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,15:30,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,15:45,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,16:00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,16:15,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,16:30,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,16:45,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,17:00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,17:15,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,17:30,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,17:45,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,18:00,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,18:15,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
01Jan04,18:30,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
