DeCodigo,DeNombre,Decade,Year,count,unique,min,max,range,sum,mean,median,stddev,minority,majority,q1,q3,iqr
25,Cundinamarca,1950,1958,12,12,12642222.9035533,18244723.1573604,5602500.2538071,182260976.096447,15188414.6747039,15141140.3604061,1675171.3873485,12642222.9035533,12642222.9035533,13769707.7461929,16196529.1954314,2426821.44923855
41,Huila,1950,1958,12,12,12961014.0133333,18299061.28,5338047.2666667,180433823.873333,15036151.9894444,14405199.1733333,1705418.45254083,12961014.0133333,12961014.0133333,13685181.02,16330267.9,2645086.88
50,Meta,1950,1958,12,12,11733474.8215892,19105956.4467766,7372481.6251874,182147238.557721,15178936.5464768,15212002.3583209,1884730.31524611,11733474.8215892,11733474.8215892,13987565.9685157,16260930.6386807,2273364.67016495
63,Quindío,1950,1958,12,12,12220114.6666667,16627669.4666667,4407554.8,169199990.466667,14099999.2055555,14062057.4666667,1466647.49990681,12220114.6666667,12220114.6666667,12692774.2,15053889.5,2361115.3
66,Risaralda,1950,1958,12,12,10800249.5,14532659.8571429,3732410.3571429,148117075.642857,12343089.6369048,12538689.1071429,1104732.96922622,10800249.5,10800249.5,11237296.3571429,12922604.8928571,1685308.5357143
73,Tolima,1950,1958,12,12,12912166.3015075,17958607.6984925,5046441.396985,181555933.582915,15129661.1319096,15045688.5879397,1630153.89101128,12912166.3015075,12912166.3015075,13653683.7035176,16164006.9623116,2510323.25879395
85,Casanare,1950,1958,12,12,12259291.9385475,18946029.5083799,6686737.5698324,187902230.634078,15658519.2195065,15749690.7849162,1748895.9719592,12259291.9385475,12259291.9385475,14387095.6424581,16842452.2807263,2455356.63826815
95,Guaviare,1950,1958,12,12,10745095.3973799,17304977.6113537,6559882.2139738,166584510.117904,13882042.5098253,13667167.4497817,1895114.55774973,10745095.3973799,10745095.3973799,12381332.7882096,15181074.5545852,2799741.7663756
5,Antioquia,1950,1958,12,12,12198984.1369863,16083114.9197652,3884130.7827789,172384566.21135,14365380.5176125,14567318.9099804,1077786.68804153,12198984.1369863,12198984.1369863,13429758.2524462,15057540.2426615,1627781.99021525
15,Boyacá,1950,1958,12,12,13279769.8913043,18566309.6195652,5286539.7282609,189169508.320652,15764125.6933877,15659559.597826,1582478.28843932,13279769.8913043,13279769.8913043,14490134.9673913,16907522.0190217,2417387.0516304
19,Cauca,1950,1958,12,12,11427934.4664032,15509436.0632411,4081501.5968379,155002260.549407,12916855.0457839,12332746.6442687,1232633.95161615,11427934.4664032,11427934.4664032,11995374.6758893,13633632.6719368,1638257.99604745
23,Córdoba,1950,1958,12,12,12954783.6336634,14810510.009901,1855726.3762376,166674361.767327,13889530.1472772,13887602.7376237,587459.867082195,12954783.6336634,12954783.6336634,13373584,14403985.4975247,1030401.49752475
27,Chocó,1950,1958,12,12,9782307.48091603,11650993.9847328,1868686.50381677,129874718.445293,10822893.2037744,10719340.0737914,543336.952867556,9782307.48091603,9782307.48091603,10391942.8982188,11340498.8346056,948555.936386751
44,La Guajira,1950,1958,12,12,14595226.9936306,18821509.7324841,4226282.7388535,199943937.057325,16661994.7547771,16743465.5859873,1388195.64738141,14595226.9936306,14595226.9936306,15307023.044586,17778867.3630573,2471844.3184713
47,Magdalena,1950,1958,12,12,13812976.7597765,16909248.1564246,3096271.3966481,181648694.743017,15137391.2285847,14929786.1843575,1031648.016413,13812976.7597765,13812976.7597765,14281376.3072626,15910620.8743016,1629244.5670391
70,Sucre,1950,1958,12,12,13402859.9770115,16177774.7816092,2774914.8045977,174926105.885058,14577175.4904215,14415039.0804598,821970.835625442,13402859.9770115,13402859.9770115,13867615.5402299,15231393.1264368,1363777.58620685
76,Valle del Cauca,1950,1958,12,12,10236857.5672515,13650292.7953216,3413435.2280701,136501919.502924,11375159.958577,11237349.0409357,1054065.46857578,10236857.5672515,10236857.5672515,10403591.3391812,12098033.5467837,1694442.2076024
81,Arauca,1950,1958,12,12,11283410.1691542,18475270.4378109,7191860.2686567,178216430.144278,14851369.1786899,15032721.363184,1935639.15878861,11283410.1691542,11283410.1691542,13429065.5074627,16325092.1467662,2896026.63930345
86,Putumayo,1950,1958,12,12,11611391.9423077,17070233.3942308,5458841.4519231,168857142.076923,14071428.5064103,13866097.2836539,1752893.54602038,11611391.9423077,11611391.9423077,12671813.1298077,15715280.2115384,3043467.08173075
91,Amazonas,1950,1958,12,12,11210099.4404494,16277782.9078652,5067683.4674158,166442595.265168,13870216.2720974,13834376.3662922,1546425.18774417,11210099.4404494,11210099.4404494,12827312.2550562,15179481.6988764,2352169.4438202
94,Guainía,1950,1958,12,12,10946593.5869191,16533354.2134251,5586760.626506,164593412.865749,13716117.7388124,13670441.8080895,1605441.74580016,10946593.5869191,10946593.5869191,12769541.8537006,14762379.0017212,1992837.1480206
97,Vaupés,1950,1958,12,12,11320109.645977,16449927.3517241,5129817.7057471,167635548.388506,13969629.0323755,13882838.8528736,1583334.67855137,11320109.645977,11320109.645977,12960230.9068966,15276886.2022988,2316655.2954023
13,Bolívar,1950,1958,12,12,12886695.9078341,16019274.9677419,3132579.0599078,173393031.705069,14449419.3087557,14279283.4746544,923816.411216926,12886695.9078341,12886695.9078341,13743259.2534562,15257254.7142857,1513995.46082945
20,Cesar,1950,1958,12,12,13717793.0769231,16960438.5384615,3242645.4615384,184322145.703297,15360178.808608,15114901.1483517,1020272.98644051,13717793.0769231,13717793.0769231,14482155.3296704,16278754.8186813,1796599.48901095
8,Atlántico,1950,1958,12,12,14794062.8571429,18635167.1428571,3841104.2857142,197227765.928571,16435647.1607143,16109791.1071429,1215403.35795315,14794062.8571429,14794062.8571429,15643847.1785714,17464796.6071429,1820949.42857145
52,Nariño,1950,1958,12,12,10819271.1259843,13958138.6299213,3138867.503937,145069291.692914,12089107.6410761,11910499.2952756,860375.586950998,10819271.1259843,10819271.1259843,11588342.5826772,12604650.5393701,1016307.9566929
68,Santander,1950,1958,12,12,13173448.256,16760555.768,3587107.512,178512528.296,14876044.0246667,14819997.084,1154769.16641227,13173448.256,13173448.256,13903836.312,15942442,2038605.688
99,Vichada,1950,1958,12,12,11034284.6544118,18407887.620098,7373602.9656862,170361896.627451,14196824.7189543,13885709.4117647,1994775.33879383,11034284.6544118,11034284.6544118,12957434.7941177,15306553.2720588,2349118.47794115
0,Area en Litigio Cauca - Huila,1950,1959,12,12,12191066.6666667,19394162.6666667,7203096,182408251,15200687.5833333,14840925.1666666,2195385.41804664,12191066.6666667,12191066.6666667,13532273.3333334,16591207,3058933.66666665
54,Norte de Santander,1950,1959,12,12,13446853.2696629,18729619.0674157,5282765.7977528,186695600.398876,15557966.6999064,14707477.2359551,1753148.5678456,13446853.2696629,13446853.2696629,14131065.9550562,16883397.2640449,2752331.30898875
20,Cesar,1950,1959,12,12,13613577,19295036.3956044,5681459.3956044,188952054.137363,15746004.5114469,15307021.4725274,1665689.01172019,13613577,13613577,14452244.9725274,16780335.9615384,2328090.989011
17,Caldas,1950,1959,12,12,13192063.1333333,18987815.6666667,5795752.5333334,187114584.883333,15592882.0736111,14733545.1,1979020.05077731,13192063.1333333,13192063.1333333,13879162.2666667,17546763.575,3667601.3083333
18,Caquetá,1950,1959,12,12,11078007.0925926,19944894.7539683,8866887.6613757,178411474.089947,14867622.8408289,14867153.9603174,2347836.08721557,11078007.0925926,11078007.0925926,13129364.8968254,15957474.2255291,2828109.3287037
25,Cundinamarca,1950,1959,12,12,12564440.213198,19181300,6616859.786802,185834490.263959,15486207.5219966,15105646.0761422,2058589.19742051,12564440.213198,12564440.213198,13712455.5025381,17287536.4162437,3575080.91370555
41,Huila,1950,1959,12,12,12730759.7066667,18843599.52,6112839.8133333,187042591.1,15586882.5916667,15325807.44,2013705.33493872,12730759.7066667,12730759.7066667,13903829.58,17366807.82,3462978.24
50,Meta,1950,1959,12,12,11256912.1889055,19751723.4812594,8494811.2923539,187484427.571214,15623702.2976012,15305592.0374813,2451659.78246078,11256912.1889055,11256912.1889055,13896935.0149925,17271578.5614692,3374643.54647675
63,Quindío,1950,1959,12,12,12843889.2,17864412.8,5020523.6,177085117.333333,14757093.1111111,13903199.3,1763456.25477841,12843889.2,12843889.2,13185018.0666667,16412573.9,3227555.83333335
66,Risaralda,1950,1959,12,12,11545399.8571429,16375516.9285714,4830117.0714285,156143900.964286,13011991.7470238,12064493.6428571,1600968.73359047,11545399.8571429,11545399.8571429,11617393.2142857,14314527.0178571,2697133.80357145
73,Tolima,1950,1959,12,12,13508818.6532663,18909679.5778894,5400860.9246231,187787577.316583,15648964.7763819,14951335.5954774,1885305.53676662,13508818.6532663,13508818.6532663,13863537.2864322,17398756.5427136,3535219.25628145
85,Casanare,1950,1959,12,12,11458791.7150838,19341760.3910615,7882968.6759777,189140225.047486,15761685.4206238,15592014.0391061,2365956.62546615,11458791.7150838,11458791.7150838,14452887.9804469,17620335.0111732,3167447.03072625
95,Guaviare,1950,1959,12,12,10407796.4017467,20443700.7379913,10035904.3362446,176122193.718341,14676849.4765284,14021239.5742358,2662867.80106931,10407796.4017467,10407796.4017467,13042574.882096,15794886.1451965,2752311.26310045
5,Antioquia,1950,1959,12,12,13186841.6086106,17761967.4168297,4575125.8082191,180405630.60274,15033802.5502283,14778115.590998,1295750.98015081,13186841.6086106,13186841.6086106,14153540.3923679,16157263.7994129,2003723.407045
15,Boyacá,1950,1959,12,12,12971341.0434783,19656644.3478261,6685303.3043478,191629603.63587,15969133.6363225,15696593.4782609,1990299.27696792,12971341.0434783,12971341.0434783,14403863.3641304,17754190.8233696,3350327.45923915
19,Cauca,1950,1959,12,12,11713711.7865613,17045691.3359684,5331979.5494071,161788841.818182,13482403.4848485,13082159.8379446,1608013.26313165,11713711.7865613,11713711.7865613,11885430.6877471,14617513.4071146,2732082.71936755
27,Chocó,1950,1959,12,12,10093802.7175573,14804785.0636132,4710982.3460559,139397390.590331,11616449.2158609,11235087.9923664,1288426.61075738,10093802.7175573,10093802.7175573,10960889.5725191,11873648.3104326,912758.737913501
44,La Guajira,1950,1959,12,12,14244201.2611465,18770475.9745223,4526274.7133758,200602637.343949,16716886.4453291,16553305.8726115,1508363.22724287,14244201.2611465,14244201.2611465,15455788.5509554,18285498.8407644,2829710.28980895
47,Magdalena,1950,1959,12,12,13730492.9608939,19241163.2290503,5510670.2681564,185467330.832402,15455610.9027002,14921441.7709497,1651015.78812722,13730492.9608939,13730492.9608939,14096543.9189944,16395650.0893855,2299106.1703911
70,Sucre,1950,1959,12,12,13269407.4252874,19028340.2988506,5758932.8735632,181086602.632184,15090550.2193487,14790444.0229886,1666345.25272217,13269407.4252874,13269407.4252874,13746339.5,15964570.8505747,2218231.3505747
76,Valle del Cauca,1950,1959,12,12,10265923.3450292,14982847.9649123,4716924.6198831,142629719.590643,11885809.965887,11154209.9385965,1394903.77562842,10265923.3450292,10265923.3450292,10816371.1461989,12838207.1169591,2021835.9707602
81,Arauca,1950,1959,12,12,10693207.8706468,18506956.199005,7813748.3283582,177013367.875622,14751113.9896352,14636202.7412935,2444323.15062618,10693207.8706468,10693207.8706468,13419396.6616916,16640110.7039801,3220714.04228855
86,Putumayo,1950,1959,12,12,11140412.7788462,19642013.5961538,8501600.8173076,177664467.408654,14805372.2840545,14769964.4783654,2268284.92172556,11140412.7788462,11140412.7788462,13102546.7067307,16102697.125,3000150.41826925
91,Amazonas,1950,1959,12,12,11236666.5752809,18407546.647191,7170880.0719101,178062023.804495,14838501.9837079,15091979.6022472,1838264.46352031,11236666.5752809,11236666.5752809,13804709.2629214,16038019.1977528,2233309.93483145
94,Guainía,1950,1959,12,12,10847204.908778,19599144.5542169,8751939.6454389,177642831.497418,14803569.2914515,14384163.3562823,2508556.48744501,10847204.908778,10847204.908778,13102481.030981,16150222.4672977,3047741.4363167
97,Vaupés,1950,1959,12,12,11052758.3402299,19418061.7241379,8365303.383908,179480736.577012,14956728.0480843,14689594.1908046,2191074.95622842,11052758.3402299,11052758.3402299,13811554.9494253,16068974.6091954,2257419.6597701
99,Vichada,1950,1959,12,12,10538789.5098039,19855029.7647059,9316240.254902,178141412.881127,14845117.740094,14181287.5355392,2882972.69928044,10538789.5098039,10538789.5098039,13251379.3161764,16717849.0496324,3466469.7334559
52,Nariño,1950,1959,12,12,10610844.3149606,14981325.4173228,4370481.1023622,151410562.925197,12617546.9104331,12548257.1496063,1125161.44442199,10610844.3149606,10610844.3149606,11868553.6062992,13408944.1023622,1540390.496063
13,Bolívar,1950,1959,12,12,13319113.0230415,19213335.6129032,5894222.5898617,183020009.83871,15251667.4865592,15000860.2857143,1592612.34867873,13319113.0230415,13319113.0230415,13929538.9124424,15982779.2211981,2053240.30875575
8,Atlántico,1950,1959,12,12,14858604.7142857,19641947.2857143,4783342.5714286,201040318.357143,16753359.8630952,16180719.1785714,1439147.29022932,14858604.7142857,14858604.7142857,15681152.3928571,17696545.2142857,2015392.82142855
68,Santander,1950,1959,12,12,13621772.232,19152525.696,5530753.464,186191009.42,15515917.4516667,14854257.664,1583833.97828553,13621772.232,13621772.232,14366875.916,16477059.4,2110183.484
23,Córdoba,1950,1959,12,12,12997228.950495,17668547.4257426,4671318.4752476,172220237.30198,14351686.4418317,14308382.980198,1357288.72665835,12997228.950495,12997228.950495,13158824.3217821,14919946.9554456,1761122.6336634
94,Guainía,1960,1960,12,12,10695722.1480207,18985968.020654,8290245.8726333,175633286.655766,14636107.2213138,15153803.5258176,2305573.07869635,10695722.1480207,10695722.1480207,12578060.0963855,16093973.9432014,3515913.84681585
76,Valle del Cauca,1960,1960,12,12,10630853.6608187,14698315.7719298,4067462.1111111,141080893.649123,11756741.1374269,11530426.8888889,1158810.35529588,10630853.6608187,10630853.6608187,10744053.1111111,12387399.0877193,1643345.9766082
81,Arauca,1960,1960,12,12,11940748.4477612,17885867.4875622,5945119.039801,178992127.427861,14916010.6189884,15305246.0149254,1806861.18114658,11940748.4477612,11940748.4477612,13212644.800995,16301827.0298508,3089182.22885575
86,Putumayo,1960,1960,12,12,11288796.9230769,17620846.3653846,6332049.4423077,177535798.5,14794649.875,14921854.7884615,1971292.17959132,11288796.9230769,11288796.9230769,13061687.7019231,16426083.1201923,3364395.4182692
91,Amazonas,1960,1960,12,12,11179375.7438202,17488118.2797753,6308742.5359551,175398503.841573,14616541.9867978,14889458.116854,1947378.24608194,11179375.7438202,11179375.7438202,13083337.6449439,16034807.8449438,2951470.2
97,Vaupés,1960,1960,12,12,10788017.416092,18699428.8275862,7911411.4114942,178718360.705747,14893196.7254789,15333429.8356321,2276054.31924684,10788017.416092,10788017.416092,13047190.2965517,16378500.2436781,3331309.94712645
68,Santander,1960,1960,12,12,13098112.896,16856113.348,3758000.452,179104168.908,14925347.409,14675649.432,930044.181659822,13098112.896,13098112.896,14373874.976,15575164.552,1201289.576
52,Nariño,1960,1960,12,12,11272598.2283465,14706979.523622,3434381.2952755,149357073.279528,12446422.773294,12260002.0551181,945807.379199411,11272598.2283465,11272598.2283465,11723615.5787402,13037652.0433071,1314036.4645669
13,Bolívar,1960,1960,12,12,13099112.8156682,16289336.5898618,3190223.7741936,173896734.557604,14491394.546467,14283581.6497696,989307.005573507,13099112.8156682,13099112.8156682,13631154.0230415,15262459.9861751,1631305.96313365
